name,ticker,url,cmp,market_cap,latest_quarter,prev_quarter,is_fresh,promoter_prev,promoter_latest,promoter_change,fii_prev,fii_latest,fii_change,dii_prev,dii_latest,dii_change,government_prev,government_latest,government_change,public_prev,public_latest,public_change,shareholders_prev,shareholders_latest,shareholders_change
S A I L,SAIL,/company/SAIL/consolidated/,185.44,76600.86,Jun 2026,Mar 2026,True,65.0,65.0,0.0,5.01,7.09,2.08,18.4,16.87,-1.53,,,,11.58,11.05,-0.53,1572361.0,1509426.0,-62935.0
S P Apparels,SPAL,/company/SPAL/consolidated/,989.50,2496.03,Jun 2026,Mar 2026,True,61.81,61.81,0.0,1.48,1.49,0.01,16.57,16.15,-0.42,,,,20.13,20.55,0.42,17082.0,17353.0,271.0
Saatvik Green,SAATVIKGL,/company/SAATVIKGL/consolidated/,447.60,5673.35,Jun 2026,Mar 2026,True,75.99,75.99,0.0,0.03,0.19,0.16,10.52,10.97,0.45,,,,13.46,12.84,-0.62,78073.0,69254.0,-8819.0
Sai Silks,KALAMANDIR,/company/KALAMANDIR/,79.99,1225.67,Jun 2026,Mar 2026,True,60.97,60.97,0.0,0.56,0.62,0.06,8.55,6.28,-2.27,,,,26.02,28.23,2.21,63064.0,63844.0,780.0
Sambhv Steel,SAMBHV,/company/SAMBHV/,158.22,4668.13,Jun 2026,Mar 2026,True,56.15,56.11,-0.04,1.52,1.53,0.01,3.09,3.17,0.08,0.0,0.02,0.02,39.24,39.17,-0.07,71309.0,69951.0,-1358.0
Samhi Hotels,SAMHI,/company/SAMHI/consolidated/,160.01,3556.19,Jun 2026,Mar 2026,True,,,,44.28,44.62,0.34,16.39,17.35,0.96,,,,39.32,38.03,-1.29,88889.0,83908.0,-4981.0
Samvardh. Mothe.,MOTHERSON,/company/MOTHERSON/consolidated/,164.40,173268.69,Jun 2026,Mar 2026,True,48.6,48.6,0.0,12.45,12.87,0.42,21.08,20.59,-0.49,0.05,0.05,0.0,17.6,17.67,0.07,1220691.0,1193976.0,-26715.0
Sanathan Textile,SANATHAN,/company/SANATHAN/consolidated/,506.35,4275.61,Jun 2026,Mar 2026,True,78.58,78.58,0.0,1.58,1.47,-0.11,12.31,12.73,0.42,,,,7.54,7.23,-0.31,26483.0,24885.0,-1598.0
Sandhar Tech,SANDHAR,/company/SANDHAR/consolidated/,591.75,3559.66,Jun 2026,Mar 2026,True,70.38,70.38,0.0,0.77,2.09,1.32,17.39,14.82,-2.57,,,,11.47,12.71,1.24,41860.0,45879.0,4019.0
Sandur Manganese,SANDUMA,/company/SANDUMA/consolidated/,188.06,9131.22,Jun 2026,Mar 2026,True,74.22,74.22,0.0,1.63,1.73,0.1,0.66,0.58,-0.08,,,,23.47,23.47,0.0,85207.0,87803.0,2596.0
Sangam India,SANGAMIND,/company/SANGAMIND/,570.85,2853.04,Jun 2026,Mar 2026,True,70.52,70.52,0.0,2.4,2.5,0.1,0.09,0.09,0.0,,,,25.14,25.04,-0.1,9333.0,9684.0,351.0
Sanghvi Movers,SANGHVIMOV,/company/SANGHVIMOV/consolidated/,441.75,3836.29,Jun 2026,Mar 2026,True,47.25,47.25,0.0,1.48,1.81,0.33,1.3,1.4,0.1,,,,49.97,49.53,-0.44,60472.0,57904.0,-2568.0
Sanofi Consumer,SANOFICONR,/company/SANOFICONR/,4005.40,9234.17,Jun 2026,Mar 2026,True,71.27,71.27,0.0,2.76,2.6,-0.16,17.57,17.85,0.28,,,,8.41,8.28,-0.13,48418.0,47511.0,-907.0
Sanofi India,SANOFI,/company/SANOFI/,3052.40,7035.89,Jun 2026,Mar 2026,True,60.4,60.4,0.0,5.65,5.69,0.04,21.12,19.87,-1.25,,,,12.84,14.05,1.21,75758.0,80005.0,4247.0
Sansera Enginee.,SANSERA,/company/SANSERA/,4621.40,28764.24,Jun 2026,Mar 2026,True,30.1,29.21,-0.89,18.79,21.52,2.73,35.38,31.04,-4.34,0.06,0.06,0.0,15.66,18.18,2.52,94980.0,104350.0,9370.0
Sanstar,SANSTAR,/company/SANSTAR/,111.15,2229.15,Jun 2026,Mar 2026,True,70.53,64.18,-6.35,0.01,0.29,0.28,0.31,0.27,-0.04,,,,29.14,35.24,6.1,82066.0,73384.0,-8682.0
Sapphire Foods,SAPPHIRE,/company/SAPPHIRE/consolidated/,231.48,7435.93,Jun 2026,Mar 2026,True,26.06,26.06,0.0,28.98,25.25,-3.73,37.49,41.92,4.43,,,,7.46,6.75,-0.71,56668.0,58178.0,1510.0
Sarda Energy,SARDAEN,/company/SARDAEN/consolidated/,505.95,17835.82,Jun 2026,Mar 2026,True,73.16,73.16,0.0,3.5,3.51,0.01,3.32,3.47,0.15,,,,20.01,19.84,-0.17,90809.0,91188.0,379.0
Saregama India,SAREGAMA,/company/SAREGAMA/consolidated/,507.00,9773.50,Jun 2026,Mar 2026,True,60.84,60.84,0.0,12.18,11.5,-0.68,7.1,8.6,1.5,,,,19.42,18.63,-0.79,68640.0,71163.0,2523.0
Sasken Technol.,SASKEN,/company/SASKEN/consolidated/,1780.60,2700.38,Jun 2026,Mar 2026,True,42.95,42.94,-0.01,18.54,19.11,0.57,1.05,1.39,0.34,0.05,0.05,0.0,37.4,36.49,-0.91,24143.0,26777.0,2634.0
Sathlokhar Sys.,SSEGL,/company/SSEGL/,386.05,1002.90,Jun 2026,Mar 2026,True,58.27,58.27,0.0,0.28,0.28,0.0,1.65,2.02,0.37,,,,39.81,39.43,-0.38,5655.0,5583.0,-72.0
Satin Creditcare,SATIN,/company/SATIN/consolidated/,225.30,2509.14,Jun 2026,Mar 2026,True,36.17,36.17,0.0,3.52,4.88,1.36,5.3,6.32,1.02,,,,54.58,52.23,-2.35,44277.0,37727.0,-6550.0
Savita Oil Tech,SOTL,/company/SOTL/,715.60,4915.34,Jun 2026,Mar 2026,True,68.93,68.93,0.0,0.88,1.02,0.14,13.18,13.18,0.0,,,,16.99,16.86,-0.13,32524.0,33511.0,987.0
SBC Exports,SBC,/company/SBC/,48.78,2321.44,Jun 2026,Mar 2026,True,50.35,50.28,-0.07,0.77,2.79,2.02,0.0,0.08,0.08,,,,48.88,46.86,-2.02,122113.0,121469.0,-644.0
SBFC Finance,SBFC,/company/SBFC/,91.21,10116.51,Jun 2026,Mar 2026,True,52.35,52.31,-0.04,6.21,7.22,1.01,21.97,20.72,-1.25,,,,19.4,19.69,0.29,138467.0,134577.0,-3890.0
Schaeffler India,SCHAEFFLER,/company/SCHAEFFLER/,4085.70,63816.91,Jun 2026,Mar 2026,True,74.13,74.13,0.0,4.25,4.36,0.11,16.32,16.21,-0.11,0.03,0.02,-0.01,5.28,5.29,0.01,66745.0,68487.0,1742.0
Schneider Elect.,SCHNEIDER,/company/SCHNEIDER/,1243.40,29711.34,Jun 2026,Mar 2026,True,75.0,75.0,0.0,3.18,3.42,0.24,4.07,4.65,0.58,,,,17.74,16.91,-0.83,106662.0,117705.0,11043.0
SEAMEC Ltd,SEAMECLTD,/company/SEAMECLTD/consolidated/,1752.70,4445.60,Jun 2026,Mar 2026,True,72.72,72.72,0.0,3.73,5.93,2.2,4.49,4.39,-0.1,0.02,0.02,0.0,19.05,16.95,-2.1,16623.0,18049.0,1426.0
Sedemac Mechatro,SEDEMAC,/company/SEDEMAC/,3035.20,13410.60,Jun 2026,Mar 2026,True,26.24,26.23,-0.01,2.52,4.27,1.75,43.93,39.81,-4.12,,,,27.31,29.7,2.39,18127.0,25697.0,7570.0
Senco Gold,SENCO,/company/SENCO/consolidated/,342.25,5609.51,Jun 2026,Mar 2026,True,64.49,64.48,-0.01,7.6,6.88,-0.72,12.61,13.54,0.93,,,,15.29,15.11,-0.18,158119.0,150103.0,-8016.0
Senores Pharma.,SENORES,/company/SENORES/consolidated/,1383.40,6371.74,Jun 2026,Mar 2026,True,45.82,45.82,0.0,3.64,6.62,2.98,9.62,9.77,0.15,,,,40.92,37.78,-3.14,34126.0,36498.0,2372.0
Seshaasai Tech.,STYL,/company/STYL/,359.80,5816.95,Jun 2026,Mar 2026,True,81.8,81.8,0.0,0.33,0.29,-0.04,7.05,7.74,0.69,,,,10.83,10.17,-0.66,81803.0,80072.0,-1731.0
SG Finserve,SGFIN,/company/SGFIN/,622.15,4108.54,Jun 2026,Mar 2026,True,52.92,56.95,4.03,0.26,0.54,0.28,3.28,2.18,-1.1,,,,43.54,40.34,-3.2,26403.0,28150.0,1747.0
SG Mart,SGMART,/company/SGMART/consolidated/,731.45,9215.97,Jun 2026,Mar 2026,True,36.27,57.9,21.63,1.86,1.9,0.04,5.27,4.11,-1.16,,,,56.6,36.09,-20.51,22031.0,20309.0,-1722.0
Sh. Digvijay Cem,SHREDIGCEM,/company/SHREDIGCEM/,68.80,1026.08,Jun 2026,Mar 2026,True,59.2,63.71,4.51,0.38,0.5,0.12,1.29,1.42,0.13,,,,39.13,34.37,-4.76,83326.0,81126.0,-2200.0
Sh.Pushkar Chem.,SHREEPUSHK,/company/SHREEPUSHK/consolidated/,495.80,1607.27,Jun 2026,Mar 2026,True,69.36,69.36,0.0,0.42,0.5,0.08,0.29,0.0,-0.29,,,,29.92,30.13,0.21,16723.0,16315.0,-408.0
Shadowfax Technologies,SHADOWFAX,/company/SHADOWFAX/,285.75,16758.48,Jun 2026,Mar 2026,True,16.59,16.51,-0.08,7.65,8.78,1.13,20.64,19.1,-1.54,,,,55.12,55.62,0.5,78607.0,67373.0,-11234.0
Shaily Engineer.,SHAILY,/company/SHAILY/,3211.00,14757.19,Jun 2026,Mar 2026,True,43.39,41.09,-2.3,16.73,18.18,1.45,10.61,14.84,4.23,,,,29.27,25.89,-3.38,52325.0,56755.0,4430.0
Shakti Pumps,SHAKTIPUMP,/company/SHAKTIPUMP/consolidated/,476.80,5879.86,Jun 2026,Mar 2026,True,50.36,50.36,0.0,4.83,5.08,0.25,4.97,2.39,-2.58,,,,39.84,42.15,2.31,247997.0,256595.0,8598.0
Shalby,SHALBY,/company/SHALBY/consolidated/,145.67,1567.64,Jun 2026,Mar 2026,True,74.33,74.33,0.0,4.36,4.47,0.11,0.25,0.3,0.05,,,,20.41,20.26,-0.15,51415.0,50770.0,-645.0
Shanti Educat.,SEIL,/company/SEIL/consolidated/,197.86,3186.21,Jun 2026,Mar 2026,True,49.88,49.88,0.0,24.65,25.67,1.02,0.16,0.0,-0.16,,,,25.3,24.44,-0.86,6725.0,6931.0,206.0
Shanti Gold,SHANTIGOLD,/company/SHANTIGOLD/,288.07,2211.41,Aug 2026,Jun 2026,True,74.89,70.35,-4.54,1.92,4.63,2.71,1.58,1.8,0.22,,,,21.62,23.21,1.59,30274.0,33627.0,3353.0
Share India Sec.,SHAREINDIA,/company/SHAREINDIA/consolidated/,219.98,4809.85,Jun 2026,Mar 2026,True,48.62,48.62,0.0,1.54,1.87,0.33,0.47,0.48,0.01,,,,49.38,49.03,-0.35,67413.0,66409.0,-1004.0
Sheela Foam,SFL,/company/SFL/consolidated/,643.10,7023.40,Jun 2026,Mar 2026,True,65.69,65.39,-0.3,4.15,4.17,0.02,20.55,18.52,-2.03,,,,9.6,11.92,2.32,66611.0,68569.0,1958.0
Shilchar Tech.,SHILCTECH,/company/SHILCTECH/,4147.60,4745.42,Jun 2026,Mar 2026,True,62.12,62.12,0.0,2.55,2.57,0.02,1.91,1.95,0.04,0.0,0.0,0.0,33.43,33.37,-0.06,43953.0,43353.0,-600.0
Shilpa Medicare,SHILPAMED,/company/SHILPAMED/consolidated/,1037.70,20294.55,Jun 2026,Mar 2026,True,40.13,40.13,0.0,11.07,11.39,0.32,8.58,8.05,-0.53,,,,40.21,40.42,0.21,53410.0,60926.0,7516.0
Shivalik Bimetal,SBCL,/company/SBCL/consolidated/,1156.00,6666.44,Jun 2026,Mar 2026,True,33.36,33.61,0.25,1.73,2.04,0.31,20.0,14.54,-5.46,,,,44.9,49.81,4.91,60956.0,65391.0,4435.0
Shoppers Stop,SHOPERSTOP,/company/SHOPERSTOP/consolidated/,391.10,4286.12,Jun 2026,Mar 2026,True,66.06,66.06,0.0,2.06,1.92,-0.14,25.45,25.7,0.25,,,,6.44,6.34,-0.1,27006.0,26432.0,-574.0
Shreeji Ship. Gl,SHREEJISPG,/company/SHREEJISPG/consolidated/,723.75,11796.94,Jun 2026,Mar 2026,True,90.0,90.0,0.0,0.22,0.46,0.24,1.14,1.08,-0.06,,,,8.65,8.46,-0.19,27548.0,26167.0,-1381.0
Shriram Finance,SHRIRAMFIN,/company/SHRIRAMFIN/consolidated/,1010.80,237845.79,Jun 2026,Mar 2026,True,25.38,20.3,-5.08,45.15,54.75,9.6,23.29,19.9,-3.39,,,,6.18,5.03,-1.15,334705.0,352550.0,17845.0
Shriram Properti,SHRIRAMPPS,/company/SHRIRAMPPS/consolidated/,72.69,1240.66,Jun 2026,Mar 2026,True,27.89,27.89,0.0,6.05,6.85,0.8,2.49,1.43,-1.06,0.01,0.01,0.0,63.53,63.81,0.28,81079.0,84665.0,3586.0
Shukra Pharma.,SHUKRAPHAR,/company/SHUKRAPHAR/,56.79,2497.26,Aug 2026,Jun 2026,True,50.95,51.16,0.21,,,,0.11,0.11,0.0,,,,48.93,48.74,-0.19,28384.0,28384.0,0.0
Shyam Metalics,SHYAMMETL,/company/SHYAMMETL/consolidated/,1105.80,30935.68,Jun 2026,Mar 2026,True,74.59,74.59,0.0,3.09,2.97,-0.12,9.17,13.75,4.58,,,,12.85,8.42,-4.43,101423.0,100443.0,-980.0
Siemens,SIEMENS,/company/SIEMENS/consolidated/,3886.00,138137.79,Jun 2026,Mar 2026,True,75.0,75.0,0.0,6.8,6.47,-0.33,8.59,9.1,0.51,,,,9.6,9.45,-0.15,258262.0,257203.0,-1059.0
Siemens Ener.Ind,ENRIN,/company/ENRIN/,3214.40,114347.66,Jun 2026,Mar 2026,True,75.0,75.0,0.0,7.59,7.72,0.13,6.62,6.44,-0.18,,,,10.78,10.82,0.04,237745.0,239615.0,1870.0
Sigma Advanced System,SIGMAADV,/company/SIGMAADV/consolidated/,936.70,17774.70,Jul 2026,Jun 2026,True,71.22,66.24,-4.98,0.24,0.13,-0.11,0.02,0.02,0.0,,,,28.52,33.61,5.09,46289.0,49801.0,3512.0
Signpost India,SIGNPOST,/company/SIGNPOST/,273.90,1462.90,Jun 2026,Mar 2026,True,60.38,60.38,0.0,0.09,0.23,0.14,0.02,0.02,0.0,,,,39.5,39.35,-0.15,16069.0,16455.0,386.0
Sika Interplant,SIKA,/company/SIKA/consolidated/,1059.75,2246.76,Jun 2026,Mar 2026,True,71.72,71.72,0.0,3.21,3.25,0.04,0.04,0.04,0.0,,,,25.04,24.98,-0.06,25730.0,26959.0,1229.0
Simplex Infra,SIMPLEXINF,/company/SIMPLEXINF/consolidated/,256.40,2028.79,Jun 2026,Mar 2026,True,35.99,35.99,0.0,0.49,0.39,-0.1,5.81,6.59,0.78,,,,57.71,57.02,-0.69,14642.0,14881.0,239.0
Sindhu Trade,SINDHUTRAD,/company/SINDHUTRAD/consolidated/,23.96,3689.87,Aug 2026,Jun 2026,True,74.97,73.93,-1.04,3.18,6.43,3.25,0.0,0.0,0.0,,,,21.86,19.64,-2.22,39749.0,39041.0,-708.0
Sirca Paints,SIRCA,/company/SIRCA/,414.40,2355.53,Jun 2026,Mar 2026,True,65.19,65.19,0.0,6.29,6.08,-0.21,0.0,3.53,3.53,,,,28.51,25.21,-3.3,37648.0,37017.0,-631.0
SIS,SIS,/company/SIS/consolidated/,421.45,5955.64,Jun 2026,Mar 2026,True,71.88,71.86,-0.02,12.56,13.27,0.71,6.62,6.25,-0.37,,,,8.93,8.63,-0.3,69358.0,64694.0,-4664.0
SJS Enterprises,SJS,/company/SJS/consolidated/,2334.10,7531.76,Jun 2026,Mar 2026,True,21.15,20.15,-1.0,15.68,14.67,-1.01,31.09,34.04,2.95,,,,32.06,31.15,-0.91,75411.0,74050.0,-1361.0
SJVN,SJVN,/company/SJVN/consolidated/,63.25,24875.67,Jun 2026,Mar 2026,True,81.85,81.85,0.0,2.75,2.79,0.04,3.74,3.74,0.0,,,,11.65,11.62,-0.03,1402728.0,1371708.0,-31020.0
SKF India Indus.,SKFINDUS,/company/SKFINDUS/,2885.90,14257.85,Jun 2026,Mar 2026,True,52.58,52.58,0.0,4.87,5.08,0.21,29.72,29.18,-0.54,,,,12.83,13.15,0.32,57325.0,55936.0,-1389.0
Skipper,SKIPPER,/company/SKIPPER/,567.50,6409.76,Jul 2026,Jun 2026,True,66.5,61.48,-5.02,4.11,10.64,6.53,1.92,2.24,0.32,,,,27.47,25.65,-1.82,87064.0,88286.0,1222.0
SKM Egg Prod.,SKMEGGPROD,/company/SKMEGGPROD/consolidated/,229.75,1210.68,Jun 2026,Mar 2026,True,57.47,57.47,0.0,0.49,1.29,0.8,0.36,0.21,-0.15,,,,41.68,41.02,-0.66,29817.0,31227.0,1410.0
Sky Gold & Diam.,SKYGOLD,/company/SKYGOLD/consolidated/,794.10,12320.02,Jun 2026,Mar 2026,True,51.74,51.74,0.0,1.2,2.79,1.59,13.14,14.2,1.06,,,,33.91,31.27,-2.64,89118.0,81880.0,-7238.0
Smartworks Cowor,SMARTWORKS,/company/SMARTWORKS/consolidated/,541.05,6202.28,Jun 2026,Mar 2026,True,58.33,58.33,0.0,0.16,0.28,0.12,9.06,8.92,-0.14,,,,32.46,32.47,0.01,20825.0,20263.0,-562.0
SML Mahindra,SMLMAH,/company/SMLMAH/,6794.00,9842.13,Jun 2026,Mar 2026,True,58.97,58.97,0.0,0.77,1.24,0.47,1.56,2.43,0.87,,,,38.71,37.35,-1.36,39068.0,41457.0,2389.0
SMS Pharma.,SMSPHARMA,/company/SMSPHARMA/consolidated/,482.95,4526.67,Jun 2026,Mar 2026,True,68.07,68.07,0.0,0.31,0.65,0.34,3.02,2.83,-0.19,,,,28.6,28.45,-0.15,32397.0,31489.0,-908.0
Sobhagya Mercant,512014,/company/512014/,1415.50,1471.98,Jul 2026,Jun 2026,True,64.62,60.58,-4.04,13.83,19.22,5.39,,,,,,,21.56,20.19,-1.37,1353.0,1342.0,-11.0
Solar Industries,SOLARINDS,/company/SOLARINDS/consolidated/,19730.00,177688.19,Jun 2026,Mar 2026,True,73.15,73.15,0.0,6.59,6.39,-0.2,12.89,13.36,0.47,,,,7.35,7.1,-0.25,115917.0,116877.0,960.0
Somany Ceramics,SOMANYCERA,/company/SOMANYCERA/consolidated/,596.30,2453.23,Jun 2026,Mar 2026,True,55.19,55.19,0.0,1.34,1.38,0.04,21.64,19.42,-2.22,,,,21.82,23.99,2.17,31674.0,31895.0,221.0
Sona BLW Precis.,SONACOMS,/company/SONACOMS/,833.00,52118.75,Jun 2026,Mar 2026,True,28.01,28.01,0.0,23.7,23.61,-0.09,41.46,41.6,0.14,0.0,0.01,0.01,6.82,6.77,-0.05,378653.0,364057.0,-14596.0
Sonata Software,SONATSOFTW,/company/SONATSOFTW/consolidated/,282.00,7910.76,Jun 2026,Mar 2026,True,28.17,28.17,0.0,8.74,9.17,0.43,25.55,24.68,-0.87,,,,36.24,36.7,0.46,201519.0,201974.0,455.0
South Ind.Bank,SOUTHBANK,/company/SOUTHBANK/,47.08,12323.50,Jun 2026,Mar 2026,True,,,,24.21,25.39,1.18,12.75,14.24,1.49,,,,63.03,60.36,-2.67,1167278.0,1143415.0,-23863.0
SPARC,SPARC,/company/SPARC/,205.65,6675.81,Jun 2026,Mar 2026,True,65.67,65.68,0.01,2.04,3.9,1.86,0.88,0.09,-0.79,,,,31.41,30.34,-1.07,140625.0,141957.0,1332.0
Spice LoungeFood,539895,/company/539895/consolidated/,37.92,2643.49,Jun 2026,Mar 2026,True,0.0,64.36,64.36,,,,,,,,,,100.01,35.63,-64.38,6721.0,6876.0,155.0
Sportking India,SPORTKING,/company/SPORTKING/,211.26,2681.90,Jun 2026,Mar 2026,True,74.36,74.36,0.0,0.23,0.36,0.13,0.0,0.0,0.0,,,,25.41,25.27,-0.14,23089.0,22449.0,-640.0
SPR Auto Technologies,SHRIPISTON,/company/SHRIPISTON/consolidated/,4489.80,20835.51,Aug 2026,Jun 2026,True,43.75,41.55,-2.2,8.21,8.39,0.18,12.16,16.0,3.84,,,,35.86,34.05,-1.81,54998.0,58035.0,3037.0
SRF,SRF,/company/SRF/consolidated/,2550.00,75713.61,Jun 2026,Mar 2026,True,50.26,50.26,0.0,16.67,15.45,-1.22,21.17,22.44,1.27,0.04,0.04,0.0,11.87,11.81,-0.06,180341.0,177423.0,-2918.0
Sri Lotus,LOTUSDEV,/company/LOTUSDEV/consolidated/,224.46,10931.05,Jun 2026,Mar 2026,True,81.87,81.87,0.0,1.0,1.2,0.2,1.59,1.73,0.14,,,,15.55,15.19,-0.36,102268.0,96724.0,-5544.0
Standard Engineering Technology,SETL,/company/SETL/consolidated/,407.00,8122.34,Jun 2026,Mar 2026,True,60.47,60.47,0.0,2.43,2.78,0.35,0.35,0.2,-0.15,,,,36.76,36.56,-0.2,51209.0,47340.0,-3869.0
Star Cement,STARCEMENT,/company/STARCEMENT/consolidated/,189.23,7646.69,Jun 2026,Mar 2026,True,58.12,58.1,-0.02,2.26,2.29,0.03,2.65,2.38,-0.27,,,,36.96,37.23,0.27,62720.0,62529.0,-191.0
Star Health Insu,STARHEALTH,/company/STARHEALTH/,549.20,32353.94,Jun 2026,Mar 2026,True,57.98,58.01,0.03,15.06,16.04,0.98,20.31,19.41,-0.9,,,,6.66,6.55,-0.11,179067.0,168763.0,-10304.0
Steel Exchange,STEELXIND,/company/STEELXIND/,12.01,1531.90,Jun 2026,Mar 2026,True,50.8,49.67,-1.13,0.3,0.7,0.4,2.58,1.95,-0.63,0.25,0.24,-0.01,46.07,47.44,1.37,298388.0,288478.0,-9910.0
Steel Str. Wheel,SSWL,/company/SSWL/,371.95,5861.53,Jun 2026,Mar 2026,True,61.15,61.15,0.0,8.22,8.6,0.38,5.08,3.15,-1.93,0.0,0.0,0.0,25.57,27.14,1.57,57836.0,59133.0,1297.0
Steelcast,STEELCAS,/company/STEELCAS/,359.70,3634.46,Jun 2026,Mar 2026,True,45.0,45.0,0.0,0.25,0.29,0.04,2.53,2.55,0.02,,,,52.23,52.17,-0.06,14580.0,16225.0,1645.0
STEL Holdings,STEL,/company/STEL/consolidated/,640.60,1182.79,Jun 2026,Mar 2026,True,71.65,72.05,0.4,0.01,0.01,0.0,0.13,0.07,-0.06,,,,28.21,27.88,-0.33,21183.0,20877.0,-306.0
Sterlite Tech.,STLTECH,/company/STLTECH/consolidated/,867.10,44627.07,Jul 2026,Jun 2026,True,44.52,42.29,-2.23,18.22,19.71,1.49,11.43,13.27,1.84,,,,25.82,24.74,-1.08,233593.0,235524.0,1931.0
STL Networks,STLNETWORK,/company/STLNETWORK/consolidated/,49.70,2428.25,Jun 2026,Mar 2026,True,44.15,44.14,-0.01,0.7,1.11,0.41,6.17,3.27,-2.9,,,,48.97,51.48,2.51,224420.0,221161.0,-3259.0
Stove Kraft,STOVEKRAFT,/company/STOVEKRAFT/,829.10,2743.27,Jun 2026,Mar 2026,True,55.79,55.79,0.0,0.81,1.22,0.41,7.97,7.09,-0.88,,,,35.45,35.89,0.44,59006.0,55318.0,-3688.0
Strides Pharma,STAR,/company/STAR/consolidated/,1223.30,11292.65,Jun 2026,Mar 2026,True,27.91,27.91,0.0,28.68,28.4,-0.28,14.44,15.42,0.98,0.01,0.01,0.0,28.96,28.28,-0.68,86616.0,94850.0,8234.0
Studds Accessor.,STUDDS,/company/STUDDS/consolidated/,415.75,1634.95,Jun 2026,Mar 2026,True,61.75,61.75,0.0,1.07,1.48,0.41,9.6,9.19,-0.41,,,,27.58,27.57,-0.01,75013.0,73166.0,-1847.0
Stylam Industrie,STYLAMIND,/company/STYLAMIND/,3355.60,5679.20,Jun 2026,Mar 2026,True,54.1,56.86,2.76,2.81,2.62,-0.19,13.31,12.14,-1.17,,,,29.78,28.39,-1.39,31776.0,31135.0,-641.0
Styrenix Perfor.,STYRENIX,/company/STYRENIX/consolidated/,2130.10,3746.13,Jun 2026,Mar 2026,True,46.24,46.24,0.0,0.95,0.86,-0.09,17.33,17.43,0.1,,,,35.47,35.47,0.0,45090.0,44820.0,-270.0
Sudarshan Chem.,SUDARSCHEM,/company/SUDARSCHEM/consolidated/,1236.90,9839.35,Jun 2026,Mar 2026,True,8.2,8.19,-0.01,7.96,8.48,0.52,24.89,26.41,1.52,,,,58.95,56.91,-2.04,55044.0,57744.0,2700.0
Sudeep Pharma,SUDEEPPHRM,/company/SUDEEPPHRM/consolidated/,1199.60,13529.54,Jun 2026,Mar 2026,True,76.16,76.16,0.0,1.55,1.81,0.26,18.11,15.64,-2.47,,,,4.18,6.39,2.21,36503.0,35695.0,-808.0
Sundaram Clayton,SUNCLAY,/company/SUNCLAY/consolidated/,1253.90,2737.70,Jun 2026,Mar 2026,True,59.08,59.08,0.0,0.42,0.88,0.46,21.08,20.71,-0.37,,,,19.41,19.3,-0.11,22755.0,22732.0,-23.0
Sundram Fasten.,SUNDRMFAST,/company/SUNDRMFAST/consolidated/,1185.40,24938.98,Jun 2026,Mar 2026,True,46.94,46.94,0.0,11.25,11.4,0.15,22.39,22.3,-0.09,,,,19.42,19.34,-0.08,77340.0,71664.0,-5676.0
Sundrop Brands,SUNDROP,/company/SUNDROP/consolidated/,744.30,2806.73,Jun 2026,Mar 2026,True,38.91,43.9,4.99,0.23,0.2,-0.03,5.55,5.79,0.24,,,,55.3,50.12,-5.18,14925.0,14778.0,-147.0
Sunflag Iron,SUNFLAG,/company/SUNFLAG/consolidated/,390.55,7032.53,Jun 2026,Mar 2026,True,51.16,51.16,0.0,0.54,0.86,0.32,0.04,0.21,0.17,,,,48.27,47.78,-0.49,56098.0,55328.0,-770.0
Sunrakshakk Inds,SUNRAKSHAK,/company/SUNRAKSHAK/consolidated/,366.60,1138.89,Jun 2026,Mar 2026,True,69.66,69.66,0.0,,,,0.0,3.95,3.95,,,,30.35,26.39,-3.96,3619.0,3792.0,173.0
Sunshield Chem.,SUNSHIEL,/company/SUNSHIEL/,1164.30,1022.31,Jun 2026,Mar 2026,True,66.53,66.54,0.01,8.46,9.13,0.67,0.01,0.01,0.0,,,,25.0,24.32,-0.68,4838.0,5318.0,480.0
Suprajit Engg.,SUPRAJIT,/company/SUPRAJIT/consolidated/,485.05,6655.27,Jun 2026,Mar 2026,True,45.26,45.26,0.0,6.5,6.54,0.04,17.17,17.01,-0.16,,,,31.05,31.18,0.13,73587.0,68962.0,-4625.0
Supreme Petroch.,SPLPETRO,/company/SPLPETRO/,882.20,16597.65,Jun 2026,Mar 2026,True,64.24,64.24,0.0,3.69,3.8,0.11,4.24,4.14,-0.1,0.09,0.09,0.0,27.74,27.73,-0.01,41031.0,42429.0,1398.0
Supriya Lifesci.,SUPRIYA,/company/SUPRIYA/,1000.90,8073.58,Jun 2026,Mar 2026,True,68.3,68.3,0.0,5.16,6.18,1.02,5.7,5.3,-0.4,,,,20.83,20.21,-0.62,81161.0,82082.0,921.0
Suraksha Diagno.,SURAKSHA,/company/SURAKSHA/consolidated/,355.35,1851.21,Jun 2026,Mar 2026,True,49.1,49.1,0.0,13.46,13.47,0.01,23.14,23.22,0.08,,,,14.31,14.2,-0.11,67107.0,64866.0,-2241.0
Suryoday Small,SURYODAY,/company/SURYODAY/,149.30,1581.60,Jun 2026,Mar 2026,True,22.48,22.48,0.0,5.23,5.35,0.12,5.72,5.47,-0.25,,,,66.58,66.7,0.12,95026.0,89688.0,-5338.0
Suzlon Energy,SUZLON,/company/SUZLON/consolidated/,42.39,57776.25,Jun 2026,Mar 2026,True,11.73,11.7,-0.03,23.85,24.15,0.3,9.18,11.12,1.94,0.0,0.0,0.0,55.23,53.02,-2.21,5695354.0,5536345.0,-159009.0
